Term;Course #;Title`;Cross-listed Courses;Faculty;Method;Day and Time;Room;Enrollment;Combined Enrollment
1011S;HIST-25-01;The Wild & the Cultivated;;Edward Melillo;L/D;TTH 02:00PM-03:20PM;MERR 403;12;12
1011S;HIST-26-01;Environ Issues 19th Cent;HIST-26-01,ENST-20-01;Edward Melillo;L/D;TTH 10:00AM-11:20AM;JOCH 21;5;24
1011S;HIST-33-01;Poland:Heart of Eur 20th C;EUST-71-01,HIST-33-01;Catherine Epstein;L/D;MW 02:00PM-03:20PM;CHAP 203;13;14
1011S;HIST-35-01;Fascism;EUST-72-01,HIST-35-01;Rick Lopez;L/D;TTH 10:00AM-11:20AM;CHAP 101;25;29
1011S;HIST-37-01;Material Cultr: Am Homes;ARHA-33-01,HIST-37-01;Kevin Sweeney;L/D;TTH 02:00PM-03:20PM;CHAP 203;14;23
1011S;HIST-38-01;The Crusades;;Clare Shawcross;L/D;TTH 02:00PM-03:20PM;ESNH 107;34;34
1011S;HIST-46-01;Women's Hist 1865-Pres;HIST-46-01,WAGS-64-01;Martha Saxton;L/D;TTH 11:30AM-12:50PM;CHAP 204;12;18
1011S;HIST-50-01;Pst Cld War Am Diplomacy;HIST-50-01,POSC-55-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;10;35
1011S;HIST-50-01;Pst Cld War Am Diplomacy;HIST-50-01,POSC-55-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;10;35
1011S;HIST-54-01;Environ Hist: Lat Amer;;Rick Lopez;L/D;TTH 02:00PM-03:20PM;CHAP 204;17;17
1011S;HIST-64-01;Intro South African Hist;HIST-64-01,BLST-49-01;Sean Redding;L/D;MW 02:00PM-03:20PM;CHAP 201;14;20
1011S;HIST-67-01;History of Science;;John Servos;L/D;TTH 08:30AM-09:50AM;CHAP 203;24;24
1011S;HIST-75-01;China: People and State;HIST-75-01,ASLC-70-01;Jerry Dennerline;L/D;W 02:00PM-04:00PM;MCLS 230;5;9
1011S;HIST-80-01;Inside Iran;ASLC-59-01,HIST-80-01;Monica Ringer;L/D;TTH 02:00PM-03:20PM;CHAP 119;10;11
1011S;HIST-81-01;Algerian and Vietnam Wars;HIST-81-01,EUST-76-01;Kathryn Edwards;L/D;TH 02:00PM-04:00PM;CHAP 205;14;15
1011S;HIST-82-01;Race & Educ Opportunity;HIST-82-01,BLST-67-01;Hilary Moss;L/D;W 02:00PM-04:30PM;WEBS 217;8;22
1011S;HIST-84-01;Back to the Future;;Joseph Ellis;L/D;T 02:00PM-04:00PM;CONV 308;13;13
1011S;HIST-85-01;Therapeutc Rev/Mod Medicn;;John Servos;L/D;W 02:00PM-04:00PM;MERR 314;13;13
1011S;HIST-99-01;Writing the Past;;Trent Maxey;L/D;MW 02:00PM-03:20PM;ESNH 107;22;22
1011S;JAPA-02-01;Building Survival Skills;;Wako Tawa;L/D;;WEBS 101;5;5
1011S;JAPA-04-01;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;6;6
1011S;JAPA-04-01;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;6;6
1011S;JAPA-04-02;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;2;2
1011S;JAPA-04-02;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;2;2
1011S;JAPA-04-03;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;3;3
1011S;JAPA-04-03;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;3;3
1011S;JAPA-04-04;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;1;1
1011S;JAPA-04-04;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 09:00AM-09:50AM;WEBS 101;1;1
1011S;JAPA-04-05;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;1;1
1011S;JAPA-04-05;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;1;1
1011S;JAPA-04-06;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;6;6
1011S;JAPA-04-06;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;6;6
1011S;JAPA-04-07;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;4;4
1011S;JAPA-04-07;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;4;4
1011S;JAPA-04-08;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;1;1
1011S;JAPA-04-08;Beyond Basic Japanese;;Ikumi Kayama  Wako Tawa;LEC;MW 10:00AM-10:50AM;WEBS 101;1;1
1011S;JAPA-06-01;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;LEC;TTH 08:30AM-09:50AM;WEBS 101;4;4
1011S;JAPA-06-01;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;LEC;TTH 08:30AM-09:50AM;WEBS 101;4;4
1011S;JAPA-06-02;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;LEC;TTH 10:00AM-11:20AM;WEBS 101;10;10
1011S;JAPA-06-02;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;LEC;TTH 10:00AM-11:20AM;WEBS 101;10;10
1011S;JAPA-10H-01;Conquering Kanji II;;Wako Tawa;L/D;;WEBS 101;4;4
1011S;JAPA-12-01;Reading to Learn;;Wako Tawa;LEC;MW 12:30PM-01:50PM;WEBS 101;7;7
1011S;JAPA-12-02;Reading to Learn;;Wako Tawa;LEC;MW -;WEBS 101;2;2
1011S;JAPA-14-01;Thematic Read & Write;;Fumiko Brown  Wako Tawa;LEC;F 02:00PM-04:00PM;WEBS 101;6;6
1011S;JAPA-14-01;Thematic Read & Write;;Fumiko Brown  Wako Tawa;LEC;F 02:00PM-04:00PM;WEBS 101;6;6
1011S;JAPA-16-01;Great Books and Films;;Wako Tawa;L/D;;WEBS 101;2;2
1011S;LATI-02-01;Intermediate Latin;;Luca Grillo;L/D;MWF 12:00PM-12:50PM;CHAP 204;6;6
1011S;LATI-16-01;The Augustan Age;;Christopher van den Berg;L/D;MWF 12:00PM-12:50PM;GROS 12;3;3
1011S;LATI-42-01;Virgil;;Christopher van den Berg;L/D;MW 02:00PM-03:20PM;GROS 12;8;8
1011S;LJST-07-01;The Trial;;Martha Umphrey;L/D;TTH 02:00PM-03:20PM;FAYE 115;25;25
1011S;LJST-10-01;Intro to Legal Theory;;Adam Sitze;L/D;TTH 08:30AM-09:50AM;CHAP 201;30;30
1011S;LJST-29-01;Natural Law;;Ethan MacAdam;L/D;MW 02:00PM-03:20PM;CONV 302;12;12
1011S;LJST-33-01;The Social Contract;;Ethan MacAdam;L/D;TTH 10:00AM-11:20AM;CHAP 119;4;4
1011S;LJST-36-01;Law Between Plato & Poet;;Adam Sitze;L/D;MW 08:30AM-09:50AM;CHAP 101;12;12
1011S;LJST-38-01;Law & Historical Trauma;;Nasser Hussain;L/D;MW 11:30AM-12:50PM;FAYE 113;24;24
1011S;LJST-45-01;Law & Polit Emergency;;Nasser Hussain;L/D;M 02:00PM-04:00PM;CONV 208;13;13
1011S;LJST-52-01;Film, Myth & the Law;LJST-52-01,FAMS-51-01;Austin Sarat  Martha Umphrey;L/D;W 08:30AM-10:30AM;CLAR 100;9;11
1011S;LJST-52-01;Film, Myth & the Law;LJST-52-01,FAMS-51-01;Austin Sarat  Martha Umphrey;L/D;W 08:30AM-10:30AM;CLAR 100;9;11
1011S;LJST-56-01;Judging the Holocaust;;Lawrence Douglas;L/D;T 02:00PM-04:30PM;CONV 208;16;16
1011S;MATH-06-01;Calculus W Elem Functns;;John Condon;LEC;MWF 09:00AM-09:50AM;SMUD 205;6;6
1011S;MATH-11-01;Intro to the Calculus;;Danielle Benedetto;L/D;MTWF 09:00AM-09:50AM;ESNH 107;52;52
1011S;MATH-12-01;Intermediate Calculus;;Danielle Benedetto;LEC;MWF 10:00AM-10:50AM;ESNH 107;35;35
1011S;MATH-12-02;Intermediate Calculus;;Norton Starr;LEC;MWF 11:00AM-11:50AM;SMUD 206;21;21
1011S;MATH-13-01;Multivariable Calculus;;Djordje Milicevic;L/D;MWTHF 01:00PM-01:50PM;SMUD 205;29;29
1011S;MATH-15-01;Discrete Mathematics;;David Cox;L/D;MWTHF 01:00PM-01:50PM;SMUD 204;24;24
1011S;MATH-17-01;Intro to Statistics;;Shu-Min Liao;LEC;MW 10:00AM-10:50AM;SMUD 206;31;31
1011S;MATH-17-02;Intro to Statistics;;Jeff Stratton;LEC;MW 01:00PM-01:50PM;ESNH 107;30;30
1011S;MATH-17-03;Intro to Statistics;;Amy Wagaman;LEC;MW 11:00AM-11:50AM;SMUD 014;20;20
1011S;MATH-20-01;Differential Equations;;Robert Benedetto;LEC;MWF 11:00AM-11:50AM;SMUD 204;15;15
1011S;MATH-22-01;Linear Algebra W Applicat;;David Cox;LEC;MWF 09:00AM-09:50AM;SMUD 206;38;38
1011S;MATH-25-01;Time Series;;Shu-Min Liao;LEC;MW 11:00AM-11:50AM;SMUD 207;21;21
1011S;MATH-26-01;Groups, Rings and Fields;;John Condon;LEC;MWF 11:00AM-11:50AM;SMUD 205;23;23
1011S;MATH-28-01;Intro to Analysis;;Djordje Milicevic;L/D;MWTHF 09:00AM-09:50AM;SMUD 207;29;29
1011S;MATH-30-01;Mathematical Statistics;;Amy Wagaman;LEC;MWF 10:00AM-10:50AM;SMUD 205;13;13
1011S;MATH-44-01;Topology;;Robert Benedetto;L/D;MWTHF 01:00PM-01:50PM;SMUD 203;4;4
1011S;MELL-16-01;Numbers Rule the World;;Jerome Himmelstein;L/D;TTH 11:30AM-12:50PM;CONV 208;7;7
1011S;MUSI-10-01;Performance & Analysis II;;Jenny Kallick;L/D;MW 04:00PM-06:00PM;ARMU 212;2;2
1011S;MUSI-10H-01;Performance & Analysis II;;Jenny Kallick;L/D;MW 04:00PM-06:00PM;ARMU 212;0;0
1011S;MUSI-11-01;Introduction to Music;;Jason Robinson;L/D;MW 02:00PM-03:20PM;ARMU 212;33;33
1011S;MUSI-12-01;Exploring Music;;Eric Wubbels;L/D;TTH 11:30AM-12:50PM;ARMU 212;25;25
1011S;MUSI-14-01;Writing Through Music;;Jason Robinson;L/D;TTH 11:30AM-12:50PM;ARMU 102;14;14
1011S;MUSI-19-01;PV Soundscapes;MUSI-19-01,FAMS-42-01;Jeffers Engelhardt;L/D;TTH 02:00PM-03:20PM;ARMU 102;5;5
1011S;MUSI-22-01;Music & Culture II;MUSI-22-01,EUST-39-01;Jenny Kallick;L/D;MW 12:30PM-01:50PM;ARMU 212;12;13
1011S;MUSI-31-01;Harmony & Countrpoint I;;Eric Wubbels;L/D;TTH 02:00PM-03:20PM;ARMU 212;21;21
1011S;MUSI-32-01;Form in Tonal Music;;Klara Moricz;L/D;TTH 10:00AM-11:20AM;ARMU 212;21;21
1011S;MUSI-34-01;Twentieth-Cent Analysis;;Klara Moricz;L/D;MW 08:30AM-09:50AM;ARMU 102;13;13
1011S;MUSI-37-01;Advanced Jazz;;Bruce Diehl;L/D;MW 02:00PM-03:20PM;ARMU 7;5;5
1011S;MUSI-49-01;Anthropology of Music;;Jeffers Engelhardt;L/D;TTH 10:00AM-11:20AM;ARMU 102;8;8
1011S;MUSI-72-01;Composition Seminar II;;Salvatore Macchia;L/D;F 02:00PM-04:00PM;ARMU 102;6;6
1011S;NEUR-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 09:00AM-09:50AM;MERR 3;14;16
1011S;NEUR-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 09:00AM-09:50AM;MERR 3;14;16
1011S;NEUR-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;Stephen George  John-Paul Baird;LEC;MWF 09:00AM-09:50AM;MERR 3;13;14
1011S;NEUR-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;Stephen George  John-Paul Baird;LEC;MWF 09:00AM-09:50AM;MERR 3;13;14
1011S;PHIL-11-01;Intro to Philosophy;;Thomas Kearns;L/D;TTH 10:00AM-11:20AM;CONV 209;23;23
1011S;PHIL-11-02;Intro to Philosophy;;Alexander George;L/D;TTH 02:00PM-03:20PM;CONV 209;21;21
1011S;PHIL-11-03;Intro to Philosophy;;Ekaterina Vavova;L/D;MW 12:30PM-01:50PM;CONV 308;19;19
1011S;PHIL-18-01;Early Modern Philosophy;;Jonathan Vogel;L/D;TTH 10:00AM-11:20AM;CHAP 204;22;22
1011S;PHIL-25-01;Ethics & the Environment;PHIL-25-01,ENST-28-01;Thomas Kearns;L/D;TTH 02:00PM-03:20PM;WEBS 220;3;13
1011S;PHIL-28-01;Choice/Chance/Conflict;;Joseph Moore;L/D;MW 02:00PM-03:20PM;WEBS 220;24;24
1011S;PHIL-34-01;Normative Ethics;;Nishiten Shah;L/D;TTH 02:00PM-03:20PM;CONV 304;24;24
1011S;PHIL-50-01;Phil of Mathematics;;Alexander George  Daniel Velleman;L/D;TTH 10:00AM-11:20AM;SMUD 207;31;31
1011S;PHIL-50-01;Phil of Mathematics;;Alexander George  Daniel Velleman;L/D;TTH 10:00AM-11:20AM;SMUD 207;31;31
1011S;PHIL-51-01;Freedom & Responsibility;;Nishiten Shah;L/D;TTH 10:00AM-11:20AM;COOP 201;15;15
1011S;PHIL-61-01;Seminar: Skepticism;;Jonathan Vogel;L/D;W 02:00PM-04:30PM;COOP 201;8;8
1011S;PHIL-67-01;Philosophy of Music;;Joseph Moore;L/D;T 02:00PM-04:30PM;COOP 201;16;16
1011S;PHYS-09-01;Energy;;Larry Hunter;L/D;TTH 10:00AM-11:20AM;MERR 211;23;23
1011S;PHYS-16-01;Mechanics & Wave Motion;;Ashley Carter  Paul Bourgeois;LEC;MWF 11:00AM-11:50AM;MERR 1;19;19
1011S;PHYS-16-01;Mechanics & Wave Motion;;Ashley Carter  Paul Bourgeois;LEC;MWF 11:00AM-11:50AM;MERR 1;19;19
1011S;PHYS-16-02;Mechanics & Wave Motion;;Ashley Carter  Paul Bourgeois;LEC;MWF 11:00AM-11:50AM;MERR 1;25;25
1011S;PHYS-16-02;Mechanics & Wave Motion;;Ashley Carter  Paul Bourgeois;LEC;MWF 11:00AM-11:50AM;MERR 1;25;25
1011S;PHYS-16-03;Mechanics & Wave Motion;;Ashley Carter  Paul Bourgeois;LEC;MWF 11:00AM-11:50AM;MERR 1;15;15
1011S;PHYS-16-03;Mechanics & Wave Motion;;Ashley Carter  Paul Bourgeois;LEC;MWF 11:00AM-11:50AM;MERR 1;15;15
1011S;PHYS-17-02;Electromagnetsm & Optics;;Kannan Jagannathan;LEC;MWF 11:00AM-11:50AM;MERR 3;18;18
1011S;PHYS-17-04;Electromagnetsm & Optics;;Kannan Jagannathan;LEC;MWF 11:00AM-11:50AM;MERR 3;17;17
1011S;PHYS-17-05;Electromagnetsm & Optics;;Kannan Jagannathan;LEC;MWF 11:00AM-11:50AM;MERR 3;15;15
1011S;PHYS-24-01;Maxwellian Synthesis;;David Hall;LEC;MWF 11:00AM-11:50AM;MERR 211;23;23
1011S;PHYS-26-01;Intermed Lab;;Jonathan Friedman;L/D;T 02:00PM-06:00PM;MERR 211;10;10
1011S;PHYS-30-01;Stat Mech & Thermodynam;;William Loinaz;L/D;MWF 10:00AM-10:50AM;MERR 211;12;12
1011S;PHYS-46-01;Molecular & Cell Biophysics;BIOL-40-01,CHEM-46-01,PHYS-46-01,BCBP-46-01;Patricia O'Hara  Patrick Williamson  William Loinaz;L/D;TTH 10:00AM-11:20AM;MERR 403;2;12
1011S;PHYS-46-01;Molecular & Cell Biophysics;BIOL-40-01,CHEM-46-01,PHYS-46-01,BCBP-46-01;Patricia O'Hara  Patrick Williamson  William Loinaz;L/D;TTH 10:00AM-11:20AM;MERR 403;2;12
1011S;PHYS-46-01;Molecular & Cell Biophysics;BIOL-40-01,CHEM-46-01,PHYS-46-01,BCBP-46-01;Patricia O'Hara  Patrick Williamson  William Loinaz;L/D;TTH 10:00AM-11:20AM;MERR 403;2;12
1011S;PHYS-48-01;Quantum Mechanics;;Larry Hunter;L/D;MWF 11:00AM-11:50AM;MERR 204;10;10
1011S;POSC-01-01;Political Identities;;Amrita Basu;L/D;MW 11:30AM-12:50PM;CONV 209;25;25
1011S;POSC-05-01;Art of Ruling;;Hadley Arkes;L/D;TTH 11:30AM-12:50PM;CONV 108;56;56
1011S;POSC-31-01;Int'l Politics of East Asia;;Jonathan Chow;L/D;MW 12:30PM-01:50PM;MERR 131;37;37
1011S;POSC-35-01;Modern Political Thought;;Andrew Poe;L/D;MW 12:30PM-01:50PM;OCTA 201;29;29
1011S;POSC-37-01;American Founding;;Hadley Arkes;L/D;MW 02:00PM-03:20PM;OCTA 201;23;23
1011S;POSC-44-01;Political Econ of Gender;POSC-44-01,WAGS-04-01;Manuela Picq;L/D;W 02:00PM-04:30PM;CHAP 103;8;11
1011S;POSC-51-01;Polit Econ of Petro-States;;Javier Corrales;L/D;TTH 08:30AM-09:50AM;MERR 2;29;29
1011S;POSC-53-01;Contemporary Global Order;;Jonathan Chow  Pavel Machala;L/D;TH 02:00PM-04:30PM;CLAR 100;18;18
1011S;POSC-53-01;Contemporary Global Order;;Jonathan Chow  Pavel Machala;L/D;TH 02:00PM-04:30PM;CLAR 100;18;18
1011S;POSC-55-01;Pst Cld War Am Diplomacy;HIST-50-01,POSC-55-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;25;35
1011S;POSC-55-01;Pst Cld War Am Diplomacy;HIST-50-01,POSC-55-01;Norman Levin  Pavel Machala;L/D;W 02:00PM-04:30PM;MORG 111;25;35
1011S;POSC-59-01;Politics of Moral Reason;;Thomas Dumm;L/D;TTH 02:00PM-03:20PM;FAYE 117;23;23
1011S;POSC-60-01;Punshmt/Politics/Culture;;Austin Sarat;L/D;W 02:00PM-04:00PM;CLAR 100;14;14
1011S;POSC-61-01;China's Global Rise;;Ralph Thaxton;L/D;W 02:00PM-04:00PM;SMUD 205;30;30
1011S;POSC-71-01;Political Emotions;;Andrew Poe;L/D;TTH 10:00AM-11:20AM;CLAR 100;12;12
1011S;POSC-72-01;20th Cent Cult & Polit;POSC-72-01,EUST-35-01;Ronald Tiersky;L/D;MW 02:00PM-03:20PM;CONV 209;15;16
1011S;POSC-73-01;US-Latin Am Relations;;Javier Corrales;L/D;TTH 02:00PM-04:00PM;FAYE 113;19;19
1011S;POSC-75-01;International Politics;;William Taubman;L/D;TH 02:00PM-04:30PM;CONV 302;8;8
1011S;POSC-79-01;Seminar in War and Peace;;Ronald Tiersky;L/D;TTH 11:30AM-12:50PM;CONV 308;12;12
1011S;POSC-80-01;Contemp Political Theory;;Thomas Dumm;L/D;M 02:00PM-04:30PM;CLAR 100;18;18
1011S;POSC-81-01;Taking Marx Seriously;;Pavel Machala;L/D;T 02:00PM-04:30PM;CLAR 100;11;11
1011S;POSC-82-01;Democracy/Human Rights;;Jon Western;L/D;T 02:00PM-04:00PM;CONV 302;14;14
1011S;POSC-85-01;States of Poverty;POSC-85-01,WAGS-85-01;Kristin Bumiller;L/D;T 02:00PM-04:30PM;FAYE 217A;8;11
1011S;PSYC-11-01;Intro to Psychology;;Lisa Raskin;L/D;TTH 02:00PM-03:20PM;MERR 4;52;52
1011S;PSYC-11-02;Intro to Psychology;;Saaid Mendoza;L/D;TTH 11:30AM-12:50PM;MERR 1;58;58
1011S;PSYC-12-01;Biological Psych;;John-Paul Baird;L/D;TH 02:00PM-04:30PM;MERR 3;36;36
1011S;PSYC-20-01;Social Psychology;;Catherine Sanderson;L/D;MW 08:30AM-09:50AM;MERR 2;63;63
1011S;PSYC-21-01;Personality;;Amy Demorest;L/D;TTH 10:00AM-11:20AM;MERR 315;31;31
1011S;PSYC-22-02;Statis & Expermnt Design;;Matthew Schulkind  Elizabeth Aries;LEC;TTH 08:30AM-09:50AM;MERR 3;28;28
1011S;PSYC-22-02;Statis & Expermnt Design;;Matthew Schulkind  Elizabeth Aries;LEC;TTH 08:30AM-09:50AM;MERR 3;28;28
1011S;PSYC-22-03;Statis & Expermnt Design;;Matthew Schulkind  Saaid Mendoza;LEC;TTH 08:30AM-09:50AM;MERR 3;30;30
1011S;PSYC-22-03;Statis & Expermnt Design;;Matthew Schulkind  Saaid Mendoza;LEC;TTH 08:30AM-09:50AM;MERR 3;30;30
1011S;PSYC-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 09:00AM-09:50AM;MERR 3;2;16
1011S;PSYC-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 09:00AM-09:50AM;MERR 3;2;16
1011S;PSYC-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;John-Paul Baird  Stephen George;LEC;MWF 09:00AM-09:50AM;MERR 3;1;14
1011S;PSYC-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;John-Paul Baird  Stephen George;LEC;MWF 09:00AM-09:50AM;MERR 3;1;14
1011S;PSYC-27-01;Developmental Psychology;;Elizabeth Aries  Rose Olver;L/D;MWF 09:00AM-09:50AM;MERR 315;28;28
1011S;PSYC-27-01;Developmental Psychology;;Elizabeth Aries  Rose Olver;L/D;MWF 09:00AM-09:50AM;MERR 315;28;28
1011S;PSYC-34-01;Memory;;Matthew Schulkind;L/D;TTH 11:30AM-12:50PM;MERR 3;37;37
1011S;PSYC-52-01;Self and Identity;;Jessica Salvatore;L/D;W 02:00PM-04:30PM;MERR 315;22;22
1011S;PSYC-53-01;Psychological Assessment;;Amy Demorest;L/D;M 02:00PM-04:30PM;MERR 314;15;15
1011S;PSYC-54-01;Close Relationships;;Catherine Sanderson;L/D;T 01:00PM-03:30PM;MERR 315;19;19
1011S;PSYC-57-01;Hist of Psychiatry;;Lisa Raskin;L/D;M 02:00PM-04:30PM;MCLS 428;17;17
1011S;RELI-12-01;The End of the World;;Robert Doran  Susan Niditch;L/D;TTH 10:00AM-11:20AM;CONV 108;89;89
1011S;RELI-12-01;The End of the World;;Robert Doran  Susan Niditch;L/D;TTH 10:00AM-11:20AM;CONV 108;89;89
1011S;RELI-15-01;Religion in Contemp Fiction;;Jody Shapiro;L/D;MW 02:00PM-03:20PM;JOCH 21;23;23
1011S;RELI-22-01;Christian Scriptures;;Robert Doran;L/D;MWF 11:00AM-11:50AM;CHAP 119;20;20
1011S;RELI-24-01;Muhammad and the Qur'an;;Tariq Jaffer;L/D;TTH 11:30AM-12:50PM;MERR 315;23;23
1011S;RELI-26-01;Theravada Buddhism;RELI-26-01,ASLC-69-01;Maria Heim;L/D;TTH 02:00PM-03:20PM;MERR 314;7;10
1011S;RELI-27-01;Buddhist Ethics;RELI-27-01,ASLC-58-01;Maria Heim;L/D;TTH 10:00AM-11:20AM;MERR 401;16;23
1011S;RELI-37-01;The Body/Ancient Judaism;;Susan Niditch;L/D;TTH 11:30AM-12:50PM;CHAP 203;27;27
1011S;RELI-50-01;20th-C Christian Thought;;Andrew Dole;L/D;MW 02:00PM-03:20PM;CHAP 204;17;17
1011S;RELI-53-01;Islamic Mystical Tradition;RELI-53-01,ASLC-56-01;Tariq Jaffer;L/D;TH 02:00PM-04:30PM;CHAP 210;13;16
1011S;RELI-64-01;Nature of Religion;;Andrew Dole;L/D;MW 12:30PM-01:50PM;CHAP 101;19;19
1011S;RUSS-02-01;First-Year Russian II;;Evgeny Dengub;L/D;MTWTHF 09:00AM-09:50AM;MCLS 428;8;8
1011S;RUSS-02-02;First-Year Russian II;;Evgeny Dengub;L/D;MTWTHF 10:00AM-10:50AM;MCLS 428;13;13
1011S;RUSS-04-01;Second-Year Russian II;;Boris Wolfson;L/D;MTWTHF 10:00AM-10:50AM;WEBS 219;9;9
1011S;RUSS-12-01;Third-Year Russian II;;Tatyana Babyonyshev;L/D;TTH 11:30AM-12:50PM;WEBS 215;10;10
1011S;RUSS-14H-01;Adv Conversation & Comp;;Tatyana Babyonyshev;L/D;TTH 01:00PM-01:50PM;WEBS 219;5;5
1011S;RUSS-18-01;Russian Lives;;Catherine Ciepiela;L/D;TTH 02:00PM-03:20PM;WEBS 219;5;5
1011S;RUSS-20-01;People & Cultur: Eurasia;RUSS-20-01,HIST-06-01;Sergey Glebov;L/D;TTH 10:00AM-11:30AM;CONV 302;4;7
1011S;RUSS-25-01;Vladimir Nabokov;;Dale Peterson;L/D;MW 12:30PM-01:50PM;WEBS 217;19;19
1011S;RUSS-29-01;Russian & Soviet Film;RUSS-29-01,FAMS-39-01;Boris Wolfson;L/D;MW 02:00PM-03:20PM;MERR 401;2;7
1011S;SOCI-12-01;Self and Society;;Ronald Lembo;L/D;TTH 10:00AM-11:20AM;WEBS 220;33;33
1011S;SOCI-16-01;Social Research;;Jerome Himmelstein;L/D;MW 02:00PM-03:20PM;BARR 105;18;18
1011S;SOCI-22-01;Sociology of Life Course;;Elizabeth Souza;L/D;TTH 02:00PM-03:20PM;BARR 102;13;13
1011S;SOCI-23-01;Studying Social Problems;;Anna Curtis;L/D;W 02:00PM-04:30PM;MERR 403;17;17
1011S;SOCI-32-01;Think Different: Culture;;Ronald Lembo;L/D;T 02:00PM-04:30PM;MERR 401;9;9
1011S;SOCI-40-01;Social Constr of Nature;;Jan Dizard;L/D;MW 02:00PM-03:20PM;FAYE 217A;14;14
1011S;SOCI-45-01;Latino Identity in US;;Judith Flores Carmona;L/D;T 02:30PM-05:00PM;CONV 207;13;13
1011S;SPAN-01-01;Elementary Spanish;;Maria Aldea Agudo  Maria Maillo;L/D;MWF 10:00AM-10:50AM;BARR 105;10;10
1011S;SPAN-01-01;Elementary Spanish;;Maria Aldea Agudo  Maria Maillo;L/D;MWF 10:00AM-10:50AM;BARR 105;10;10
1011S;SPAN-01-02;Elementary Spanish;;Maria Aldea Agudo  Maria Maillo;L/D;MWF 11:00AM-11:50AM;BARR 105;8;8
1011S;SPAN-01-02;Elementary Spanish;;Maria Aldea Agudo  Maria Maillo;L/D;MWF 11:00AM-11:50AM;BARR 105;8;8
1011S;SPAN-03-01;Intermediate Spanish;;Maria Aldea Agudo  Maria Maillo;L/D;MWF 09:00AM-09:50AM;BARR 105;8;8
1011S;SPAN-03-01;Intermediate Spanish;;Maria Aldea Agudo  Maria Maillo;L/D;MWF 09:00AM-09:50AM;BARR 105;8;8
1011S;SPAN-03-02;Intermediate Spanish;;Glenda Nieto Cuebas  Maria Maillo;L/D;MWF 10:00AM-10:50AM;BARR 102;10;10
1011S;SPAN-03-02;Intermediate Spanish;;Glenda Nieto Cuebas  Maria Maillo;L/D;MWF 10:00AM-10:50AM;BARR 102;10;10
1011S;SPAN-03-03;Intermediate Spanish;;Glenda Nieto Cuebas  Maria Maillo;L/D;MWF 11:00AM-11:50AM;BARR 102;11;11
1011S;SPAN-03-03;Intermediate Spanish;;Glenda Nieto Cuebas  Maria Maillo;L/D;MWF 11:00AM-11:50AM;BARR 102;11;11
1011S;SPAN-05-01;Advanced Spanish;;Prospero Garcia  Maria Maillo;L/D;MWF 10:00AM-10:50AM;CHAP 205;7;7
